scientific_name,park_name,observations,common_names,category,conservation_status
Dracocephalum thymiflorum,Great Smoky Mountains National Park,49,"Thymeleaf Dragonhead, Thyme-Leaf Dragonhead",Vascular Plant,Not Protected
Dracocephalum thymiflorum,Yellowstone National Park,297,"Thymeleaf Dragonhead, Thyme-Leaf Dragonhead",Vascular Plant,Not Protected
Dracocephalum thymiflorum,Yosemite National Park,110,"Thymeleaf Dragonhead, Thyme-Leaf Dragonhead",Vascular Plant,Not Protected
Draperia systyla,Bryce National Park,79,Violet Draperia,Vascular Plant,Not Protected
Draperia systyla,Great Smoky Mountains National Park,77,Violet Draperia,Vascular Plant,Not Protected
Draperia systyla,Yellowstone National Park,262,Violet Draperia,Vascular Plant,Not Protected
Draperia systyla,Yosemite National Park,138,Violet Draperia,Vascular Plant,Not Protected
Drosera anglica,Bryce National Park,102,English Sundew,Vascular Plant,Not Protected
Drosera anglica,Great Smoky Mountains National Park,100,English Sundew,Vascular Plant,Not Protected
Drosera anglica,Yellowstone National Park,257,English Sundew,Vascular Plant,Not Protected
Drosera anglica,Yosemite National Park,134,English Sundew,Vascular Plant,Not Protected
Drosera rotundifolia,Bryce National Park,210,"Roundleaf Sundew, Roundleaf Sundew, Sundew",Vascular Plant,Not Protected
Drosera rotundifolia,Great Smoky Mountains National Park,131,"Roundleaf Sundew, Roundleaf Sundew, Sundew",Vascular Plant,Not Protected
Drosera rotundifolia,Yellowstone National Park,541,"Roundleaf Sundew, Roundleaf Sundew, Sundew",Vascular Plant,Not Protected
Drosera rotundifolia,Yosemite National Park,255,"Roundleaf Sundew, Roundleaf Sundew, Sundew",Vascular Plant,Not Protected
Drummondia prorepens,Bryce National Park,71,Drummond Moss,Nonvascular Plant,Not Protected
Drummondia prorepens,Great Smoky Mountains National Park,70,Drummond Moss,Nonvascular Plant,Not Protected
Drummondia prorepens,Yellowstone National Park,236,Drummond Moss,Nonvascular Plant,Not Protected
Drummondia prorepens,Yosemite National Park,183,Drummond Moss,Nonvascular Plant,Not Protected
Dryocopus pileatus,Bryce National Park,74,Pileated Woodpecker,Bird,Species of Concern
Dryocopus pileatus,Great Smoky Mountains National Park,60,Pileated Woodpecker,Bird,Species of Concern
Dryocopus pileatus,Yellowstone National Park,237,Pileated Woodpecker,Bird,Species of Concern
Dryocopus pileatus,Yosemite National Park,111,Pileated Woodpecker,Bird,Species of Concern
Dryopteris X separabilis,Bryce National Park,96,Hybrid Wood Fern,Vascular Plant,Not Protected
Dryopteris X separabilis,Great Smoky Mountains National Park,92,Hybrid Wood Fern,Vascular Plant,Not Protected
Dryopteris X separabilis,Yellowstone National Park,275,Hybrid Wood Fern,Vascular Plant,Not Protected
Dryopteris X separabilis,Yosemite National Park,186,Hybrid Wood Fern,Vascular Plant,Not Protected
Dryopteris arguta,Bryce National Park,79,Coastal Woodfern,Vascular Plant,Not Protected
Dryopteris arguta,Great Smoky Mountains National Park,84,Coastal Woodfern,Vascular Plant,Not Protected
Dryopteris arguta,Yellowstone National Park,249,Coastal Woodfern,Vascular Plant,Not Protected
Dryopteris arguta,Yosemite National Park,173,Coastal Woodfern,Vascular Plant,Not Protected
Dryopteris campyloptera,Bryce National Park,121,"Mountain Wood Fern, Mountain Wood-Fern",Vascular Plant,Not Protected
Dryopteris campyloptera,Great Smoky Mountains National Park,40,"Mountain Wood Fern, Mountain Wood-Fern",Vascular Plant,Not Protected
Dryopteris campyloptera,Yellowstone National Park,244,"Mountain Wood Fern, Mountain Wood-Fern",Vascular Plant,Not Protected
Dryopteris campyloptera,Yosemite National Park,182,"Mountain Wood Fern, Mountain Wood-Fern",Vascular Plant,Not Protected
Dryopteris celsa,Bryce National Park,61,Log Fern,Vascular Plant,Not Protected
Dryopteris celsa,Great Smoky Mountains National Park,75,Log Fern,Vascular Plant,Not Protected
Dryopteris celsa,Yellowstone National Park,234,Log Fern,Vascular Plant,Not Protected
Dryopteris celsa,Yosemite National Park,161,Log Fern,Vascular Plant,Not Protected
Dryopteris cristata,Bryce National Park,105,"Crested Shield-Fern, Crested Woodfern",Vascular Plant,Not Protected
Dryopteris cristata,Great Smoky Mountains National Park,96,"Crested Shield-Fern, Crested Woodfern",Vascular Plant,Not Protected
Dryopteris cristata,Yellowstone National Park,284,"Crested Shield-Fern, Crested Woodfern",Vascular Plant,Not Protected
Dryopteris cristata,Yosemite National Park,156,"Crested Shield-Fern, Crested Woodfern",Vascular Plant,Not Protected
Dryopteris expansa,Bryce National Park,76,Spreading Woodfern,Vascular Plant,Not Protected
Dryopteris expansa,Great Smoky Mountains National Park,48,Spreading Woodfern,Vascular Plant,Not Protected
Dryopteris expansa,Yellowstone National Park,246,Spreading Woodfern,Vascular Plant,Not Protected
Dryopteris expansa,Yosemite National Park,136,Spreading Woodfern,Vascular Plant,Not Protected
Dryopteris filix-mas,Bryce National Park,80,"Male Fern, Male Woodfern, Malefern",Vascular Plant,Not Protected
Dryopteris filix-mas,Great Smoky Mountains National Park,78,"Male Fern, Male Woodfern, Malefern",Vascular Plant,Not Protected
Dryopteris filix-mas,Yellowstone National Park,279,"Male Fern, Male Woodfern, Malefern",Vascular Plant,Not Protected
Dryopteris filix-mas,Yosemite National Park,155,"Male Fern, Male Woodfern, Malefern",Vascular Plant,Not Protected
Dryopteris goldiana,Bryce National Park,79,"Goldie Woodfern, Goldie's Fern",Vascular Plant,Not Protected
Dryopteris goldiana,Great Smoky Mountains National Park,32,"Goldie Woodfern, Goldie's Fern",Vascular Plant,Not Protected
Dryopteris goldiana,Yellowstone National Park,248,"Goldie Woodfern, Goldie's Fern",Vascular Plant,Not Protected
Dryopteris goldiana,Yosemite National Park,148,"Goldie Woodfern, Goldie's Fern",Vascular Plant,Not Protected
Dryopteris intermedia,Bryce National Park,104,"Evergreen Woodfern, Intermediate Wood Fern",Vascular Plant,Not Protected
Dryopteris intermedia,Great Smoky Mountains National Park,87,"Evergreen Woodfern, Intermediate Wood Fern",Vascular Plant,Not Protected
Dryopteris intermedia,Yellowstone National Park,254,"Evergreen Woodfern, Intermediate Wood Fern",Vascular Plant,Not Protected
Dryopteris intermedia,Yosemite National Park,147,"Evergreen Woodfern, Intermediate Wood Fern",Vascular Plant,Not Protected
Dryopteris marginalis,Bryce National Park,111,"Marginal Wood Fern, Marginal Wood-Fern",Vascular Plant,Not Protected
Dryopteris marginalis,Great Smoky Mountains National Park,44,"Marginal Wood Fern, Marginal Wood-Fern",Vascular Plant,Not Protected
Dryopteris marginalis,Yellowstone National Park,284,"Marginal Wood Fern, Marginal Wood-Fern",Vascular Plant,Not Protected
Dryopteris marginalis,Yosemite National Park,146,"Marginal Wood Fern, Marginal Wood-Fern",Vascular Plant,Not Protected
Duchesnea indica,Bryce National Park,116,"Barren Strawberry, Indian Mock-Strawberry",Vascular Plant,Not Protected
Duchesnea indica,Great Smoky Mountains National Park,34,"Barren Strawberry, Indian Mock-Strawberry",Vascular Plant,Not Protected
Duchesnea indica,Yellowstone National Park,245,"Barren Strawberry, Indian Mock-Strawberry",Vascular Plant,Not Protected
Duchesnea indica,Yosemite National Park,168,"Barren Strawberry, Indian Mock-Strawberry",Vascular Plant,Not Protected
Dudleya cymosa ssp. cymosa,Bryce National Park,109,Canyon Liveforever,Vascular Plant,Not Protected
Dudleya cymosa ssp. cymosa,Great Smoky Mountains National Park,88,Canyon Liveforever,Vascular Plant,Not Protected
Dudleya cymosa ssp. cymosa,Yellowstone National Park,304,Canyon Liveforever,Vascular Plant,Not Protected
Dudleya cymosa ssp. cymosa,Yosemite National Park,115,Canyon Liveforever,Vascular Plant,Not Protected
Dulichium arundinaceum,Bryce National Park,218,"Three-Way Sedge, Threeway Sedge",Vascular Plant,Not Protected
Dulichium arundinaceum,Great Smoky Mountains National Park,147,"Three-Way Sedge, Threeway Sedge",Vascular Plant,Not Protected
Dulichium arundinaceum,Yellowstone National Park,515,"Three-Way Sedge, Threeway Sedge",Vascular Plant,Not Protected
Dulichium arundinaceum,Yosemite National Park,318,"Three-Way Sedge, Threeway Sedge",Vascular Plant,Not Protected
Dumetella carolinensis,Bryce National Park,212,"Gray Catbird, Gray Catbird, Grey Catbird",Bird,Not Protected
Dumetella carolinensis,Great Smoky Mountains National Park,140,"Gray Catbird, Gray Catbird, Grey Catbird",Bird,Not Protected
Dumetella carolinensis,Yellowstone National Park,464,"Gray Catbird, Gray Catbird, Grey Catbird",Bird,Not Protected
Dumetella carolinensis,Yosemite National Park,284,"Gray Catbird, Gray Catbird, Grey Catbird",Bird,Not Protected
Echinochloa colona,Bryce National Park,102,"Barnyard Grass, Jungle-Rice",Vascular Plant,Not Protected
Echinochloa colona,Great Smoky Mountains National Park,31,"Barnyard Grass, Jungle-Rice",Vascular Plant,Not Protected
Echinochloa colona,Yellowstone National Park,232,"Barnyard Grass, Jungle-Rice",Vascular Plant,Not Protected
Echinochloa colona,Yosemite National Park,156,"Barnyard Grass, Jungle-Rice",Vascular Plant,Not Protected
Echinochloa crus-galli,Bryce National Park,228,"Barnyard Grass, Barnyardgrass, Cockspur, Japanese Millet, Large Barnyard Grass, Watergrass, Barnyard Grass",Vascular Plant,Not Protected
Echinochloa crus-galli,Great Smoky Mountains National Park,62,"Barnyard Grass, Barnyardgrass, Cockspur, Japanese Millet, Large Barnyard Grass, Watergrass, Barnyard Grass",Vascular Plant,Not Protected
Echinochloa crus-galli,Yellowstone National Park,489,"Barnyard Grass, Barnyardgrass, Cockspur, Japanese Millet, Large Barnyard Grass, Watergrass, Barnyard Grass",Vascular Plant,Not Protected
Echinochloa crus-galli,Yosemite National Park,331,"Barnyard Grass, Barnyardgrass, Cockspur, Japanese Millet, Large Barnyard Grass, Watergrass, Barnyard Grass",Vascular Plant,Not Protected
Echinochloa muricata var. muricata,Bryce National Park,143,Barnyard Grass,Vascular Plant,Not Protected
Echinochloa muricata var. muricata,Great Smoky Mountains National Park,75,Barnyard Grass,Vascular Plant,Not Protected
Echinochloa muricata var. muricata,Yellowstone National Park,268,Barnyard Grass,Vascular Plant,Not Protected
Echinochloa muricata var. muricata,Yosemite National Park,162,Barnyard Grass,Vascular Plant,Not Protected
Echium vulgare,Bryce National Park,128,"Blueweed, Common Viper's-Bugloss",Vascular Plant,Not Protected
Echium vulgare,Great Smoky Mountains National Park,52,"Blueweed, Common Viper's-Bugloss",Vascular Plant,Not Protected
Echium vulgare,Yellowstone National Park,228,"Blueweed, Common Viper's-Bugloss",Vascular Plant,Not Protected
Echium vulgare,Yosemite National Park,128,"Blueweed, Common Viper's-Bugloss",Vascular Plant,Not Protected
Eclipta prostrata,Bryce National Park,147,Eclipta,Vascular Plant,Not Protected
Eclipta prostrata,Great Smoky Mountains National Park,82,Eclipta,Vascular Plant,Not Protected
Eclipta prostrata,Yellowstone National Park,253,Eclipta,Vascular Plant,Not Protected
Eclipta prostrata,Yosemite National Park,142,Eclipta,Vascular Plant,Not Protected
Ectopistes migratorius,Bryce National Park,114,Passenger Pigeon,Bird,Not Protected
Ectopistes migratorius,Great Smoky Mountains National Park,55,Passenger Pigeon,Bird,Not Protected
Ectopistes migratorius,Yellowstone National Park,230,Passenger Pigeon,Bird,Not Protected
Ectopistes migratorius,Yosemite National Park,177,Passenger Pigeon,Bird,Not Protected
Egretta caerulea,Bryce National Park,78,Little Blue Heron,Bird,Not Protected
Egretta caerulea,Great Smoky Mountains National Park,89,Little Blue Heron,Bird,Not Protected
Egretta caerulea,Yellowstone National Park,260,Little Blue Heron,Bird,Not Protected
Egretta caerulea,Yosemite National Park,146,Little Blue Heron,Bird,Not Protected
Egretta thula,Bryce National Park,122,Snowy Egret,Bird,Not Protected
Egretta thula,Great Smoky Mountains National Park,66,Snowy Egret,Bird,Not Protected
Egretta thula,Yellowstone National Park,244,Snowy Egret,Bird,Not Protected
Egretta thula,Yosemite National Park,168,Snowy Egret,Bird,Not Protected
Egretta tricolor,Bryce National Park,107,Tricolored Heron,Bird,Not Protected
Egretta tricolor,Great Smoky Mountains National Park,82,Tricolored Heron,Bird,Not Protected
Egretta tricolor,Yellowstone National Park,248,Tricolored Heron,Bird,Not Protected
Egretta tricolor,Yosemite National Park,151,Tricolored Heron,Bird,Not Protected
Elaeagnus angustifolia,Bryce National Park,125,Russian Olive,Vascular Plant,Not Protected
Elaeagnus angustifolia,Great Smoky Mountains National Park,57,Russian Olive,Vascular Plant,Not Protected
Elaeagnus angustifolia,Yellowstone National Park,259,Russian Olive,Vascular Plant,Not Protected
Elaeagnus angustifolia,Yosemite National Park,157,Russian Olive,Vascular Plant,Not Protected
Elaeagnus commutata,Bryce National Park,95,Silverberry,Vascular Plant,Not Protected
Elaeagnus commutata,Great Smoky Mountains National Park,85,Silverberry,Vascular Plant,Not Protected
Elaeagnus commutata,Yellowstone National Park,242,Silverberry,Vascular Plant,Not Protected
Elaeagnus commutata,Yosemite National Park,112,Silverberry,Vascular Plant,Not Protected
Elaeagnus umbellata,Bryce National Park,102,Autumn Olive,Vascular Plant,Not Protected
Elaeagnus umbellata,Great Smoky Mountains National Park,85,Autumn Olive,Vascular Plant,Not Protected
Elaeagnus umbellata,Yellowstone National Park,237,Autumn Olive,Vascular Plant,Not Protected
Elaeagnus umbellata,Yosemite National Park,176,Autumn Olive,Vascular Plant,Not Protected
Elanoides forficatus,Bryce National Park,94,"American Swallow-Tailed Kite, Swallow-Tailed Kite",Bird,Species of Concern
Elanoides forficatus,Great Smoky Mountains National Park,26,"American Swallow-Tailed Kite, Swallow-Tailed Kite",Bird,Species of Concern
Elanoides forficatus,Yellowstone National Park,229,"American Swallow-Tailed Kite, Swallow-Tailed Kite",Bird,Species of Concern
Elanoides forficatus,Yosemite National Park,119,"American Swallow-Tailed Kite, Swallow-Tailed Kite",Bird,Species of Concern
Elanus leucurus,Bryce National Park,71,White-Tailed Kite,Bird,Species of Concern
Elanus leucurus,Great Smoky Mountains National Park,87,White-Tailed Kite,Bird,Species of Concern
Elanus leucurus,Yellowstone National Park,214,White-Tailed Kite,Bird,Species of Concern
Elanus leucurus,Yosemite National Park,136,White-Tailed Kite,Bird,Species of Concern
Elaphe guttata guttata,Bryce National Park,112,Corn Snake,Reptile,Not Protected
Elaphe guttata guttata,Great Smoky Mountains National Park,100,Corn Snake,Reptile,Not Protected
Elaphe guttata guttata,Yellowstone National Park,270,Corn Snake,Reptile,Not Protected
Elaphe guttata guttata,Yosemite National Park,167,Corn Snake,Reptile,Not Protected
Elaphe obsoleta obsoleta,Bryce National Park,102,Black Rat Snake,Reptile,Not Protected
Elaphe obsoleta obsoleta,Great Smoky Mountains National Park,75,Black Rat Snake,Reptile,Not Protected
Elaphe obsoleta obsoleta,Yellowstone National Park,232,Black Rat Snake,Reptile,Not Protected
Elaphe obsoleta obsoleta,Yosemite National Park,142,Black Rat Snake,Reptile,Not Protected
Elatine rubella,Bryce National Park,63,Southwestern Waterwort,Vascular Plant,Not Protected
Elatine rubella,Great Smoky Mountains National Park,101,Southwestern Waterwort,Vascular Plant,Not Protected
Elatine rubella,Yellowstone National Park,239,Southwestern Waterwort,Vascular Plant,Not Protected
Elatine rubella,Yosemite National Park,136,Southwestern Waterwort,Vascular Plant,Not Protected
Eleocharis,Bryce National Park,105,"Spikerush, Spikesedge",Vascular Plant,Not Protected
Eleocharis,Great Smoky Mountains National Park,58,"Spikerush, Spikesedge",Vascular Plant,Not Protected
Eleocharis,Yellowstone National Park,212,"Spikerush, Spikesedge",Vascular Plant,Not Protected
Eleocharis,Yosemite National Park,191,"Spikerush, Spikesedge",Vascular Plant,Not Protected
Eleocharis acicularis,Bryce National Park,197,"Needle Spikerush, Needle Spikesedge, Needle Sedge",Vascular Plant,Not Protected
Eleocharis acicularis,Great Smoky Mountains National Park,171,"Needle Spikerush, Needle Spikesedge, Needle Sedge",Vascular Plant,Not Protected
Eleocharis acicularis,Yellowstone National Park,501,"Needle Spikerush, Needle Spikesedge, Needle Sedge",Vascular Plant,Not Protected
Eleocharis acicularis,Yosemite National Park,357,"Needle Spikerush, Needle Spikesedge, Needle Sedge",Vascular Plant,Not Protected
Eleocharis acicularis var. acicularis,Bryce National Park,46,"Needle Spikerush, Needle Spike-Rush",Vascular Plant,Not Protected
Eleocharis acicularis var. acicularis,Great Smoky Mountains National Park,50,"Needle Spikerush, Needle Spike-Rush",Vascular Plant,Not Protected
Eleocharis acicularis var. acicularis,Yellowstone National Park,241,"Needle Spikerush, Needle Spike-Rush",Vascular Plant,Not Protected
Eleocharis acicularis var. acicularis,Yosemite National Park,134,"Needle Spikerush, Needle Spike-Rush",Vascular Plant,Not Protected
Eleocharis bolanderi,Bryce National Park,90,Bolander's Spikerush,Vascular Plant,Not Protected
Eleocharis bolanderi,Great Smoky Mountains National Park,76,Bolander's Spikerush,Vascular Plant,Not Protected
Eleocharis bolanderi,Yellowstone National Park,229,Bolander's Spikerush,Vascular Plant,Not Protected
